rating,date,content,cleaned_content,month,season,tokens,review_length,topic_id
5,2025-02-21,역시 근본 제품입니다. 좋아요,역시 근본 제품입니다 좋아요,2,Winter,역시 근본 제품입니다 좋아요,15,1(좋아요_맛있어요_먹기)
5,2025-02-15,저렴하게 잘 구매했어요!,저렴하게 잘 구매했어요,2,Winter,저렴하게 잘 구매했어요,12,2(저렴하게_감사합니다_빠르고)
5,2025-02-13,항상 즐겨 마시는 제로콜라. 사이즈도 적당하고 굿,항상 즐겨 마시는 제로콜라 사이즈도 적당하고 굿,2,Winter,항상 즐겨 마시는 제로콜라 사이즈도 적당하고 굿,26,0(항상_제품입니다_구매하는)
5,2025-02-12,"배송도 빠르고 제품도 만족합니다.
재구매 의사 있습니다~!
빠른 배송 감사드립니다.",배송도 빠르고 제품도 만족합니다 재구매 의사 있습니다 빠른 배송 감사드립니다,2,Winter,배송도 빠르고 제품도 만족합니다 재구매 의사 있습니다 빠른 배송 감사드립니다,42,2(저렴하게_감사합니다_빠르고)
5,2025-02-10,"잘 받아보았습니다.
자주 주문하는 상품입니다.
재구매의사 있습니다!!
빠른배송 감사드립니다~!",잘 받아보았습니다 자주 주문하는 상품입니다 재구매의사 있습니다 빠른배송 감사드립니다,2,Winter,잘 받아보았습니다 자주 주문하는 상품입니다 재구매의사 있습니다 빠른배송 감사드립니다,46,2(저렴하게_감사합니다_빠르고)
5,2025-01-20,단골 그자체 코카제로 영원히,단골 그자체 코카제로 영원히,1,Winter,단골 그자체 코카제로 영원히,15,0(항상_제품입니다_구매하는)
5,2025-01-20,코카제로는 사랑입니다,코카제로는 사랑입니다,1,Winter,코카제로는 사랑입니다,11,1(좋아요_맛있어요_먹기)
5,2025-01-18,항상 이용하는 제품,항상 이용하는 제품,1,Winter,항상 이용하는 제품,10,0(항상_제품입니다_구매하는)
5,2025-01-12,맛있어요 좋아요 자주애용합니다,맛있어요 좋아요 자주애용합니다,1,Winter,맛있어요 좋아요 자주애용합니다,16,1(좋아요_맛있어요_먹기)
5,2025-01-03,"사무실 간식으로 구입
좋아하는 사람만 좋아함",사무실 간식으로 구입 좋아하는 사람만 좋아함,1,Winter,사무실 간식으로 구입 좋아하는 사람만 좋아함,24,0(항상_제품입니다_구매하는)
5,2025-01-02,"최고의 품질, 빠른 배송, 가성비 good",최고의 품질 빠른 배송 가성비 good,1,Winter,최고의 품질 빠른 배송 가성비 good,21,0(항상_제품입니다_구매하는)
4,2025-06-15,저렴하게 구매했습니다,저렴하게 구매했습니다,6,Summer,저렴하게 구매했습니다,11,2(저렴하게_감사합니다_빠르고)
4,2025-03-12,"190mm용량이  적당한거 같습니다. 큰거 캔으로 먹을때 남길 때도 있었는데, 이 용량 제품은 남기질 않아서 좋습니다.",190mm용량이 적당한거 같습니다 큰거 캔으로 먹을때 남길 때도 있었는데 이 용량 제품은 남기질 않아서 좋습니다,3,Spring,190mm용량이 적당한거 같습니다 큰거 캔으로 먹을때 남길 때도 있었는데 이 용량 제품은 남기질 않아서 좋습니다,62,2(저렴하게_감사합니다_빠르고)
5,2024-12-31,한번에 먹기는 이 용량이 제일이에요,한번에 먹기는 이 용량이 제일이에요,12,Winter,한번에 먹기는 이 용량이 제일이에요,19,1(좋아요_맛있어요_먹기)
5,2024-12-27,포장이 꼼꼼하게 오고 배송도 빨라요 꾸준히 시켜먹고 있어요,포장이 꼼꼼하게 오고 배송도 빨라요 꾸준히 시켜먹고 있어요,12,Winter,포장이 꼼꼼하게 오고 배송도 빨라요 꾸준히 시켜먹고 있어요,32,0(항상_제품입니다_구매하는)
5,2024-12-26,항상 세일할때 쟁겨요~,항상 세일할때 쟁겨요,12,Winter,항상 세일할때 쟁겨요,11,0(항상_제품입니다_구매하는)
5,2024-12-24,전 별로인데 아이들이 좋아해서 자주 먹어요.,전 별로인데 아이들이 좋아해서 자주 먹어요,12,Winter,전 별로인데 아이들이 좋아해서 자주 먹어요,23,2(저렴하게_감사합니다_빠르고)
5,2024-12-18,배송 빠르고 가격도 괜찮아요,배송 빠르고 가격도 괜찮아요,12,Winter,배송 빠르고 가격도 괜찮아요,15,2(저렴하게_감사합니다_빠르고)
5,2024-12-10,양이 적어서 하나씩 먹기 좋아요,양이 적어서 하나씩 먹기 좋아요,12,Winter,양이 적어서 하나씩 먹기 좋아요,17,1(좋아요_맛있어요_먹기)
5,2024-12-06,"배송도 빠르고 만족합니다.
재구매의사 있습니다~!!",배송도 빠르고 만족합니다 재구매의사 있습니다,12,Winter,배송도 빠르고 만족합니다 재구매의사 있습니다,24,2(저렴하게_감사합니다_빠르고)
5,2024-11-22,"빠른 배송, 최고의 품질, 꾸준한 구매, 쿠팡보다싸다",빠른 배송 최고의 품질 꾸준한 구매 쿠팡보다싸다,11,Fall,빠른 배송 최고의 품질 꾸준한 구매 쿠팡보다싸다,26,0(항상_제품입니다_구매하는)
5,2024-11-16,빠른 배송에 꼼꼼한 포장! 저렴하게 구매했습니다,빠른 배송에 꼼꼼한 포장 저렴하게 구매했습니다,11,Fall,빠른 배송에 꼼꼼한 포장 저렴하게 구매했습니다,25,0(항상_제품입니다_구매하는)
5,2024-11-14,가성비 좋고 항상 주문합니다.,가성비 좋고 항상 주문합니다,11,Fall,가성비 좋고 항상 주문합니다,15,0(항상_제품입니다_구매하는)
5,2024-11-13,"가성비 최고, 싸고 좋다. 빠른 배송",가성비 최고 싸고 좋다 빠른 배송,11,Fall,가성비 최고 싸고 좋다 빠른 배송,18,0(항상_제품입니다_구매하는)
5,2024-11-13,배송이 빨라요! 항상 구매하는 제품입니다~ 감사합니다.,배송이 빨라요 항상 구매하는 제품입니다 감사합니다,11,Fall,배송이 빨라요 항상 구매하는 제품입니다 감사합니다,27,0(항상_제품입니다_구매하는)
5,2024-11-08,항상 구매하는 제품이예요.,항상 구매하는 제품이예요,11,Fall,항상 구매하는 제품이예요,13,0(항상_제품입니다_구매하는)
5,2024-10-31,늘 준비해서 먹는 음료입니다,늘 준비해서 먹는 음료입니다,10,Fall,늘 준비해서 먹는 음료입니다,15,0(항상_제품입니다_구매하는)
5,2024-10-30,항상 주문함 단골입니다,항상 주문함 단골입니다,10,Fall,항상 주문함 단골입니다,12,0(항상_제품입니다_구매하는)
5,2024-10-28,사진이랑 동일하며 배송이 빠릅니다.,사진이랑 동일하며 배송이 빠릅니다,10,Fall,사진이랑 동일하며 배송이 빠릅니다,18,0(항상_제품입니다_구매하는)
5,2024-10-24,"190ml가 한번에 먹기 딱 좋습니다.
역시 믿고 먹는 제콜",190ml가 한번에 먹기 딱 좋습니다 역시 믿고 먹는 제콜,10,Fall,190ml가 한번에 먹기 딱 좋습니다 역시 믿고 먹는 제콜,32,1(좋아요_맛있어요_먹기)
5,2024-10-21,"코카콜라 제로 맛있어요
행사가로 득템했습니다",코카콜라 제로 맛있어요 행사가로 득템했습니다,10,Fall,코카콜라 제로 맛있어요 행사가로 득템했습니다,24,1(좋아요_맛있어요_먹기)
5,2024-10-17,저렴하게 구매했습니다. 배송 감사합니다!,저렴하게 구매했습니다 배송 감사합니다,10,Fall,저렴하게 구매했습니다 배송 감사합니다,20,2(저렴하게_감사합니다_빠르고)
5,2024-10-17,배송이빨라요 자주 구매하는 상품입니다. 추천해요~,배송이빨라요 자주 구매하는 상품입니다 추천해요,10,Fall,배송이빨라요 자주 구매하는 상품입니다 추천해요,25,2(저렴하게_감사합니다_빠르고)
5,2024-10-16,[코카콜라직영]코카콜라 제로 190ml*30입,코카콜라직영코카콜라 제로 190ml30입,10,Fall,코카콜라직영코카콜라 제로 190ml30입,22,1(좋아요_맛있어요_먹기)
5,2024-10-14,배송도 빠르고 좋습니다^^,배송도 빠르고 좋습니다,10,Fall,배송도 빠르고 좋습니다,12,2(저렴하게_감사합니다_빠르고)
5,2024-10-11,항상 구비해 둡니다~~,항상 구비해 둡니다,10,Fall,항상 구비해 둡니다,10,0(항상_제품입니다_구매하는)
5,2024-10-08,맛도 괜찮고 가격도 합리적이었습니다.,맛도 괜찮고 가격도 합리적이었습니다,10,Fall,맛도 괜찮고 가격도 합리적이었습니다,19,1(좋아요_맛있어요_먹기)
5,2024-10-05,양이 적당하고 좋아요,양이 적당하고 좋아요,10,Fall,양이 적당하고 좋아요,11,1(좋아요_맛있어요_먹기)
5,2024-10-05,맛잇고 배송이 빨라요,맛잇고 배송이 빨라요,10,Fall,맛잇고 배송이 빨라요,11,0(항상_제품입니다_구매하는)
5,2024-10-02,배송 빠르고 만족합니다,배송 빠르고 만족합니다,10,Fall,배송 빠르고 만족합니다,12,2(저렴하게_감사합니다_빠르고)
5,2024-10-01,좋아요 잘 마시고 있어요,좋아요 잘 마시고 있어요,10,Fall,좋아요 잘 마시고 있어요,13,1(좋아요_맛있어요_먹기)
5,2024-09-08,제가 먹어 본 결과 일반 콜라와 제로 콜라의 맛을 차이가 없이 괜찮네요.  배송과 포장도 좋았구요,제가 먹어 본 결과 일반 콜라와 제로 콜라의 맛을 차이가 없이 괜찮네요 배송과 포장도 좋았구요,9,Fall,제가 먹어 본 결과 일반 콜라와 제로 콜라의 맛을 차이가 없이 괜찮네요 배송과 포장도 좋았구요,52,2(저렴하게_감사합니다_빠르고)
5,2024-04-09,"이전 구매했던 제로콜라는 포장이 이중이어서 탕비실 정리할 때 짜증났는데 포장이 하나여서 너무 간편하고 좋네요.
포장 신경쓰시는 분들은 비추에요. 하지만 전 아주 좋아요",이전 구매했던 제로콜라는 포장이 이중이어서 탕비실 정리할 때 짜증났는데 포장이 하나여서 너무 간편하고 좋네요 포장 신경쓰시는 분들은 비추에요 하지만 전 아주 좋아요,4,Spring,이전 구매했던 제로콜라는 포장이 이중이어서 탕비실 정리할 때 짜증났는데 포장이 하나여서 너무 간편하고 좋네요 포장 신경쓰시는 분들은 비추에요 하지만 전 아주 좋아요,91,1(좋아요_맛있어요_먹기)
5,2024-04-05,늘 주문하는 제품입니다,늘 주문하는 제품입니다,4,Spring,늘 주문하는 제품입니다,12,0(항상_제품입니다_구매하는)
5,2023-09-14,"배송안전하게 잘도착했어요~
쿠폰사용해서 저렴하게 구입해서 좋아요~
슈가 제로라서 부담없이 마실수있어요~",배송안전하게 잘도착했어요 쿠폰사용해서 저렴하게 구입해서 좋아요 슈가 제로라서 부담없이 마실수있어요,9,Fall,배송안전하게 잘도착했어요 쿠폰사용해서 저렴하게 구입해서 좋아요 슈가 제로라서 부담없이 마실수있어요,54,2(저렴하게_감사합니다_빠르고)
3,2025-07-11,빠른 배송 좋아용!!,빠른 배송 좋아용,7,Summer,빠른 배송 좋아용,9,0(항상_제품입니다_구매하는)
4,2025-03-31,빠르게 잘 받았습니다,빠르게 잘 받았습니다,3,Spring,빠르게 잘 받았습니다,11,2(저렴하게_감사합니다_빠르고)
4,2025-03-07,용량이 적어서 좋아요,용량이 적어서 좋아요,3,Spring,용량이 적어서 좋아요,11,1(좋아요_맛있어요_먹기)
4,2025-02-10,그래도 그냥 콜라보다는 나을거같아서 먹어욧,그래도 그냥 콜라보다는 나을거같아서 먹어욧,2,Winter,그래도 그냥 콜라보다는 나을거같아서 먹어욧,23,1(좋아요_맛있어요_먹기)
5,2024-09-28,뚱캔보다 양이 적어서 적당합니다.,뚱캔보다 양이 적어서 적당합니다,9,Fall,뚱캔보다 양이 적어서 적당합니다,17,1(좋아요_맛있어요_먹기)
5,2024-09-26,최고의 가성비 & 빠른 배송 만족,최고의 가성비 빠른 배송 만족,9,Fall,최고의 가성비 빠른 배송 만족,16,0(항상_제품입니다_구매하는)
5,2024-09-09,코크제로는 여기서만삼,코크제로는 여기서만삼,9,Fall,코크제로는 여기서만삼,11,0(항상_제품입니다_구매하는)
5,2024-09-09,자주 구매하는 제품입니다. 배송이 빨라요,자주 구매하는 제품입니다 배송이 빨라요,9,Fall,자주 구매하는 제품입니다 배송이 빨라요,21,0(항상_제품입니다_구매하는)
5,2024-09-02,항상 구매하는 코카콜라 제로,항상 구매하는 코카콜라 제로,9,Fall,항상 구매하는 코카콜라 제로,15,0(항상_제품입니다_구매하는)
5,2024-09-02,항상 주문하는 코카콜라 제로,항상 주문하는 코카콜라 제로,9,Fall,항상 주문하는 코카콜라 제로,15,0(항상_제품입니다_구매하는)
5,2024-08-31,맛잇고 배송이빨라요,맛잇고 배송이빨라요,8,Summer,맛잇고 배송이빨라요,10,2(저렴하게_감사합니다_빠르고)
5,2024-08-07,자주구매합니다. 가격이 합리적이에요.,자주구매합니다 가격이 합리적이에요,8,Summer,자주구매합니다 가격이 합리적이에요,18,0(항상_제품입니다_구매하는)
5,2024-08-03,배송빠르구요~ 늘 구매하는 제품입니다.,배송빠르구요 늘 구매하는 제품입니다,8,Summer,배송빠르구요 늘 구매하는 제품입니다,19,0(항상_제품입니다_구매하는)
5,2024-08-01,가성비 좋고 배송 빠르고 코크제로 단골,가성비 좋고 배송 빠르고 코크제로 단골,8,Summer,가성비 좋고 배송 빠르고 코크제로 단골,21,0(항상_제품입니다_구매하는)
5,2024-07-30,배송 빨라서 애용합니다~~,배송 빨라서 애용합니다,7,Summer,배송 빨라서 애용합니다,12,1(좋아요_맛있어요_먹기)
5,2024-07-29,사무실 간식으로 딱이에요!,사무실 간식으로 딱이에요,7,Summer,사무실 간식으로 딱이에요,13,0(항상_제품입니다_구매하는)
5,2024-07-29,가끔 제로콜라 마시고 싶을때가 있네요,가끔 제로콜라 마시고 싶을때가 있네요,7,Summer,가끔 제로콜라 마시고 싶을때가 있네요,20,0(항상_제품입니다_구매하는)
5,2024-07-27,좋아요 자주 애용합니다,좋아요 자주 애용합니다,7,Summer,좋아요 자주 애용합니다,12,1(좋아요_맛있어요_먹기)
5,2024-07-21,늘 잘먹습니다~ 감사합니다,늘 잘먹습니다 감사합니다,7,Summer,늘 잘먹습니다 감사합니다,13,2(저렴하게_감사합니다_빠르고)
5,2024-07-10,좋아요 자주애용합니다,좋아요 자주애용합니다,7,Summer,좋아요 자주애용합니다,11,1(좋아요_맛있어요_먹기)
